,station,latitude,longitude,elevation,depth
13965,P659,41.453733431,-122.092663384,1791.0877522,72.98885612603415
13966,P660,41.409591405,-122.067677699,1587.1831858,73.66533963415048
13967,P661,41.463597954,-122.312670453,1324.1832694,67.01787800465623
13968,P663,41.531939673,-122.152922587,2238.0040754,71.42625512982039
13969,P664,40.473195953,-121.495904699,2569.1277496,89.93032399473923
13970,P665,40.456127929,-121.52575454,2326.7990343,89.13511320700785
13971,P666,40.465345476,-121.514509352,2471.5425635,89.42973768531002
13972,P667,40.465826738,-121.467440047,2334.0602693,90.78705759941894
13973,P668,40.50899391,-121.46307672,1982.4976758,90.83445155684342
13974,P669,40.492124472,-121.603786379,1842.9328527,86.91312341618342
13975,P670,40.539905312,-121.577196313,1731.7483166,87.57270236276969
13976,P671,40.409140995,-121.428208266,1958.7918091,92.06408634204146
13977,P672,41.711570118,-121.506937654,1435.1143572,87.38693607945348
13978,P673,41.585823253,-121.613014706,2017.9044958,84.94782865825195
13979,P674,41.616322401,-121.48998561,1897.2379857,88.01499000410934
13992,P687,46.109572279,-122.354639015,391.0505507,55.07694824979974
13993,P688,46.030121441,-122.164160946,1165.7357032,60.280733843139565
13994,P689,46.189553469,-122.360619906,1359.4523631,54.90013403272077
13995,P690,46.179988971,-122.189869157,2078.8982453,59.70953352032122
13996,P691,46.23148369,-122.22696457,1182.885814,58.68530126303147
13997,P692,46.224498541,-122.184208026,1491.8727093,59.90182321333069
13998,P693,46.210321706,-122.20234797,2113.016019,59.37392315552455
13999,P694,46.299629437,-122.181931127,1725.6776006,60.01554440504829
14000,P695,46.198987467,-122.164213375,2015.673917,60.383015259970726
14001,P696,46.196881148,-122.15163592,1600.0181191,60.68394057676571
14002,P697,46.187642593,-122.176609097,2214.5991229,60.078683046761554
14003,P698,46.173465817,-122.160611427,1479.3981974,60.45479587170554
14004,P699,46.189783957,-122.203225644,2274.1058362,59.33474152959039
14005,P700,46.178134981,-122.217365604,1521.6649406,58.92283607282976
14006,P701,46.194624738,-122.133351951,1247.4353635,61.12186413006396
14007,P702,46.300161458,-122.345647741,1305.7104169,55.26272865958775
14008,P703,46.145258262,-122.196191378,988.4033535,59.50507903929594
14009,P705,46.172958521,-122.310593796,1150.8787846,56.27935865771314
14033,P730,41.359197182,-120.828249864,1822.4844762,100.0
14034,P731,41.332514949,-120.472761742,1391.293955,100.0
14035,P732,43.392499154,-123.891370267,582.0857814,25.768889605518158
14036,P733,42.442015577,-124.413297481,184.5419171,13.375630092275717
14037,P734,42.07663471,-124.2932567,113.3158972,13.90887163609703
14038,P735,42.691609761,-123.230999019,1577.6743652,39.792075402107436
14039,P736,42.579830048,-121.880128004,1259.566902,76.04615991664778
14040,P737,42.727141875,-122.609635713,1245.757376,56.12138540515143
14041,P738,42.546081027,-119.65870163,1706.7767743,100.0
14042,P739,42.020199668,-117.725429919,1351.8764101,100.0
14056,P784,41.830815703,-122.420456146,802.2393934,63.45086478381596
14057,P786,41.845484521,-123.980789822,83.9506868,19.207035581517065
14062,P791,45.344530715,-121.672683874,1985.1872923,73.73183619251076
14063,P792,46.244630688,-122.13690199,1246.8877582,61.06547841661366
14064,P793,40.478753393,-123.573130072,709.8619107,23.179261805495393
14065,P794,39.845679823,-122.963756567,2088.6282915,45.18430679193498
14084,P813,47.759209681,-118.745525233,644.0464338,100.0
14085,P814,47.759206281,-118.745383885,644.3994262,100.0
14086,P815,47.937187508,-124.557152723,36.2138081,23.94610357884344
14087,P816,47.937110179,-124.557087814,35.7573047,23.946254676231682
14091,P820,42.861851402,-124.053945997,68.8330464,21.257054490245913
14092,P821,43.144550657,-123.428987071,252.2613883,35.2344958129752
14093,P822,42.493466894,-122.588304356,1164.9224741,57.22433198609859
14094,P823,45.537634793,-123.157371022,78.0735165,40.48364820650525
14104,PABH,47.212799504,-124.20458195,12.8935205,24.221308917258533
14171,PALO,40.072795414,-117.110285084,1647.6174062,100.0
14226,PARP,41.324181105,-117.697972555,1530.5443426,100.0
14337,PCOL,47.172056734,-122.570805933,79.1406546,45.823509966150745
14341,PCS2,44.919077894,-123.32784088,95.4612298,39.04777511813766
14361,PDTN,45.665946553,-118.756929053,394.4720313,100.0
14363,PDXA,45.596872977,-122.609233022,-4.9794563,50.60732157802444
14364,PDXB,45.566488771,-122.581535282,-2.2751004,51.2864603427807
14406,PENN,40.034324219,-120.38044346,1903.9326259,100.0
14407,PENT,39.419344764,-120.322938195,2525.0281891,100.0
14410,PER1,47.981663774,-122.20813902,66.4111357,55.25645309588242
14416,PERA,39.48847893,-120.33160362,2026.083683,100.0
14444,PETE,39.750364009,-119.999661485,1722.8813498,100.0
14460,PFLD,47.898506926,-122.282182488,160.3019606,52.92749886523781
14468,PGC5,48.648532919,-123.451128471,3.5834494,41.18066264884255
14488,PHON,39.082978249,-117.772533415,2019.9645396,100.0
14523,PILG,40.871752552,-119.996789593,1887.6219898,100.0
14568,PKDL,45.518303097,-121.563680015,511.7464234,76.99655824676748
14579,PKWD,46.599797663,-121.676980969,306.685145,73.66138385099842
14601,PLEA,39.335894854,-119.754133544,1699.5683543,100.0
14622,PLMN,46.733931046,-117.193103767,743.0094105,100.0
14623,PLMO,39.433264927,-121.604570116,15.1414461,93.84335482153281
14627,PLNA,44.132065505,-119.966789656,1110.2200022,100.0
14655,PMAR,43.99067266,-121.686747569,2347.7947731,77.60378660483632
14692,PNCL,48.101460495,-123.41525778,89.3303026,36.06994598046805
14695,PNDL,45.669568365,-118.791536993,315.4997471,100.0
14701,PNHG,46.859079243,-121.642631554,2092.0697894,75.93231597202481
14702,PNHR,46.85895232,-121.642611685,2092.4368607,75.93237196332808
14706,PNNL,48.079279057,-123.045116371,-15.8678424,40.23398404024877
14711,PNTC,49.500781236,-119.59389334,343.0190254,100.0
14719,PNVL,44.312091966,-120.844612686,683.693745,99.41898740999805
14737,POKE,40.37918425,-118.471506973,1574.0560262,100.0
14749,POME,46.479945315,-117.631707762,551.03584,100.0
14757,PONY,39.27903613,-119.018963913,1310.2512735,100.0
14760,POOS,39.4547541,-119.259508073,1637.8471455,100.0
14772,PORC,41.599456423,-120.743188706,1525.8691589,100.0
14791,POTH,44.096877877,-122.039815718,1408.7333324,68.6702654270768
14798,POUL,47.754678934,-122.667225606,73.1136805,43.9589056025158
14848,PRDY,47.391362399,-122.609461006,82.5122593,44.22030471503983
14906,PRSR,46.215676773,-119.790837055,197.6884465,100.0
14935,PSEA,47.451388695,-122.320207128,93.8506596,50.76610776960416
14943,PSPT,42.754844698,-122.48950594,773.3038066,59.46333494867602
14961,PTAA,48.116829349,-123.494361141,66.8343913,35.23841729636664
14964,PTAL,49.256329325,-124.860955583,92.7470891,40.396532039873755
15014,PTRF,48.54426836,-124.413059029,172.8141988,31.41272530326887
15020,PTSG,41.782741093,-124.255199174,-10.2243031,13.379691238934024
15021,PTSN,45.939158368,-119.609755786,118.5909479,100.0
15056,PUPU,47.499559295,-122.008080466,542.4050075,58.545907343391335
15093,PYLP,47.191587075,-122.259813036,2.1698375,52.880132858228784
15189,QMAR,47.775100249,-120.965565148,812.0935266,100.0
15213,QUAD,50.132494793,-125.330830824,-7.4874128,53.82554236487059
15229,QUIN,39.974554118,-120.94442828,1105.7689488,100.0
15231,QUL2,49.345929814,-124.44300056,55.0053272,48.3969119484037
15275,RAIN,39.37820243,-118.551312315,1213.1064488,100.0
15302,RATT,39.48959807,-118.752648821,1251.23977,100.0
15307,RAVE,40.743002284,-120.379428655,1668.4578892,100.0
15309,RAWE,39.188440058,-119.535787059,1724.2174248,100.0
15360,RDFD,39.389907894,-119.764602076,1452.6577774,100.0
15366,RDL2,42.954458967,-123.362218531,198.7910985,36.531101929779595
15373,RDMO,39.397139892,-118.996109972,1459.1953363,100.0
15378,RDNG,40.625332374,-122.373877878,195.0023129,63.070625460108005
15410,REDM,44.259767657,-121.147880163,919.8658614,91.18118397237411
15411,REDR,39.894458496,-119.991392907,1491.5679294,100.0
15416,REED,43.701007059,-124.107798148,-14.2019836,22.132994035669615
15417,REES,39.159044102,-117.325236234,1968.5411498,100.0
15433,RENO,39.510252351,-119.916692581,1488.4762124,100.0
15454,REVE,50.989155872,-118.197582258,443.0376869,100.0
15457,REYN,39.982070407,-120.463101469,1668.402146,100.0
15533,RIC2,46.277376651,-119.277661372,99.5892005,100.0
15540,RICO,39.884104716,-117.105663106,1601.6811591,100.0
15589,RKD1,48.964351221,-119.413028878,313.1849894,100.0
15618,RMDB,44.259767011,-121.147881603,919.9397886,91.1811472872151
15626,RMRK,46.749471869,-120.792311425,477.3912867,100.0
15644,RNO1,39.53790755,-119.885815445,1530.6681446,100.0
15686,ROKY,47.01964021,-122.346161912,128.3701341,52.822455599459275
15709,ROSE,40.804058731,-118.712508706,1500.1058883,100.0
15736,RPAS,39.35864356,-117.41280327,1901.0022436,100.0
15738,RPT5,47.387506277,-122.374766758,-9.7347917,49.39878239247494
15739,RPT6,47.387203872,-122.375007209,-9.7012182,49.392435586549496
15740,RPUB,48.649350563,-118.734118532,797.6406825,100.0
15746,RSBG,43.235017446,-123.359385812,135.2410195,37.30084775872886
15777,RUBY,40.617210301,-115.12283412,1881.7442731,100.0
15790,RUSS,39.223048086,-118.760063183,1376.4272961,100.0
15809,RYA1,48.217518184,-116.262012258,648.4636543,100.0
15812,RYEP,40.554408928,-118.423724597,1399.4267002,100.0
15816,RYMD,46.684129755,-123.730412096,-10.4870885,29.073969942971946
15917,SAC4,48.566674095,-123.420743472,49.7995389,40.06439950251621
15937,SAID,40.912404981,-120.711573934,1690.5667336,100.0
15961,SALM,50.662911323,-119.361670754,347.8007823,100.0
15978,SAMM,47.539863142,-122.033172972,7.009564,58.05832889997309
15994,SAND,39.275104572,-118.378329405,1349.3255469,100.0
16020,SARD,39.512729768,-120.145676163,1871.6084804,100.0
16048,SATS,46.965654115,-123.541227431,-7.7080251,31.95925228575912
16085,SBUT,39.579759699,-120.659624613,1763.1691017,100.0
16087,SC00,46.950924711,-120.724609701,1178.3865122,100.0
16089,SC02,48.546194747,-123.00761051,-15.0490625,46.60252041011152
16090,SC03,47.816587011,-123.705737883,2018.4801012,31.92943177790677
16091,SC04,48.923163912,-123.704129376,14.8303266,43.73299657620978
16145,SCHO,41.129660803,-118.355374273,1302.992659,100.0
16167,SCMV,48.417853248,-122.337203711,5.3231551,58.56288739449816
16265,SEAI,47.687005034,-122.256302276,-3.8686159,52.618580583370594
16268,SEAS,45.984225501,-123.922422901,-12.0488875,26.654966648987767
16269,SEAT,47.653976964,-122.309475895,44.210986,51.277116365131846
16277,SEDK,48.504162011,-122.238928886,3.2745572,62.69160225912705
16279,SEDR,48.521557812,-122.223847794,29.8106114,63.43473371378211
16306,SEMN,40.381207416,-119.400578047,1217.6375106,100.0
16308,SEMS,40.363761417,-119.412808858,1211.8018608,100.0
16319,SEPR,46.200328259,-122.191048795,2100.6652486,59.68981259766407
16321,SEQM,48.091415628,-123.113543652,34.7006633,39.44330790616414
16341,SEVN,40.306760223,-118.848052817,1224.4938239,100.0
16449,SHEP,40.676117837,-117.628700582,1590.5761106,100.0
16453,SHIN,40.591678861,-120.22504306,1377.3265987,100.0
16462,SHLD,41.86836761,-119.015683508,1457.5492911,100.0
16464,SHLT,47.215950486,-123.111361344,-6.3511139,37.65175124161109
16473,SHPB,49.347507018,-126.259856394,5.7243974,24.576544646211598
16479,SHRK,45.464314375,-121.528766692,1319.5165584,78.27134590661834
16484,SHSH,39.882162777,-117.729006725,1210.8779561,100.0
16591,SKCO,45.694246133,-121.883961535,42.6133531,67.29790548861673
16595,SKED,40.278375859,-120.034539626,1302.4825134,100.0
16599,SKGT,48.433435525,-122.342470247,-6.7275255,58.77983322540456
16605,SKMA,45.694244206,-121.883960529,43.1083013,67.29793642651347
16606,SKND,41.031636706,-118.708197626,1260.7350881,100.0
16621,SLAT,39.084659644,-118.190272116,1773.3491992,100.0
16641,SLI4,39.314277521,-119.88428717,2902.5273532,100.0
16642,SLID,39.314277001,-119.884287,2902.5183673,100.0
16656,SLT1,39.287190483,-118.571744136,1255.6075946,100.0
16657,SLT2,39.293072658,-118.587509997,1299.8476957,100.0
16661,SLUM,41.160249224,-117.931428608,1369.9784116,100.0
16670,SMAI,47.523571948,-122.345058123,113.442279,50.26314358112186
16700,SMOK,40.621279425,-119.647775724,1220.5017165,100.0
16720,SNDR,43.003298196,-120.251039169,1368.028095,100.0
16744,SNOQ,47.391309616,-121.388281215,770.0720601,83.40233596401674
16747,SNRS,46.914613952,-121.643601609,1938.3747977,76.3662802450507
16796,SONC,40.853123751,-117.728221974,1467.5382355,100.0
16826,SPA1,39.636963292,-119.708857634,1353.6392754,100.0
16863,SPK2,39.540755139,-119.710139042,1323.528138,100.0
16864,SPKN,47.627663844,-117.502579255,694.629726,100.0
16865,SPKS,39.541512843,-119.711978288,1324.9542105,100.0
16866,SPKV,47.677413671,-117.271516996,589.3815121,100.0
16872,SPN5,47.518355797,-117.423698873,720.1500211,100.0
16873,SPN6,47.518368183,-117.423350081,720.5959819,100.0
16880,SPRA,44.826691444,-119.776305786,566.7945013,100.0
16881,SPRG,47.309855802,-117.975332584,600.5860297,100.0
16882,SPRK,39.512064851,-119.709984047,1362.2156507,100.0
16896,SQAW,44.192443404,-121.650488027,1406.964976,77.96303230006284
16897,SQIM,48.082403159,-123.10204315,34.9915254,39.52554214464531
16898,SQMS,49.725217587,-123.141737405,0.9226199,78.10399315638091
16899,SQUA,40.844021802,-119.559946736,1391.0234557,100.0
16937,SSB2,39.620701503,-119.722589668,1357.2525739,100.0
16942,SSHO,47.682299818,-122.315164926,74.1127551,51.16439424823387
16948,SSNV,40.37907287,-120.465565669,1231.4965777,100.0
16962,STA7,46.850811003,-121.793878264,3357.8895959,70.68408511766523
16964,STAG,39.333527429,-119.465532431,1352.0104683,100.0
16971,STAY,44.830707524,-122.820859384,110.8706976,49.50936948900656
16995,STDI,39.508563037,-119.919292285,1529.1900789,100.0
17000,STEA,39.62554316,-119.883673726,1534.2568702,100.0
17023,STHI,39.363946277,-119.788166625,1807.9910686,100.0
17025,STHM,44.396181299,-122.734228138,144.7584016,53.43745335045648
17081,STON,40.23077657,-119.206861308,1513.989529,100.0
17147,SUHS,42.986908861,-123.328826346,180.3223819,37.51314404082031
17170,SUNR,39.050744127,-119.59122841,1908.6994826,100.0
17175,SUPR,41.661799485,-120.068955656,1590.3121163,100.0
17181,SUR6,49.074186283,-122.691903508,24.7646429,66.88153329090625
17186,SURR,49.17464919,-122.695077091,13.0553705,70.16386333056971
17189,SUSA,40.449298216,-120.563356579,1678.2672595,100.0
17195,SUTB,39.205836147,-121.820598909,616.5568801,91.23013893278346
17215,SVI2,43.643062835,-121.253276785,1751.3537351,89.53582929394435
17247,SWNB,43.672737234,-121.355445339,1550.3545373,87.02704223491592
17253,SWRN,42.048940655,-120.045830436,1820.1710025,100.0
17265,SYNC,44.023854389,-121.776679932,1649.4287036,75.0943423702294
17290,TACO,47.228867216,-122.471507721,81.0038756,47.541493299896764
17302,TAHB,49.892992683,-126.677603026,453.7520129,27.989531333404774
17384,TAY1,46.714634654,-117.176223714,749.9146526,100.0
17435,TDLS,45.607711002,-121.129506669,26.5164158,90.65813016968086
17493,TERM,40.862651389,-120.498415224,1613.2877453,100.0
17508,TFNO,49.154142857,-125.907839042,-3.9141747,24.898170402011942
17511,TGAU,46.219196021,-122.192333999,1618.3087357,59.66606516034359
17566,TGUA,46.219195075,-122.192331023,1618.3028117,59.666149518453416
17585,THAR,46.275251347,-122.174034904,1430.5927364,60.19114520274789
17587,THCR,39.401796527,-119.838286646,1785.4022255,100.0
17618,THRM,44.089800176,-121.619567213,2166.5527024,79.11484469855871
17631,THUN,47.105840728,-122.288465496,142.5143515,53.08118282711955
17653,TILL,45.455129417,-123.830767541,-4.6078578,28.84069990028918
17671,TIRE,40.646663268,-118.630129372,1462.281913,100.0
17726,TLON,40.07861155,-118.711715855,1452.9442826,100.0
17749,TMB2,39.215647883,-121.329536269,113.8049962,100.0
17752,TMBU,43.601840441,-121.144568474,1721.184706,92.3765660141192
17902,TOIY,39.542173081,-117.04940712,2299.0534064,100.0
17907,TOLA,39.794636987,-120.448697877,1559.4636325,100.0
17981,TPW2,46.207372758,-123.768363697,-14.9727255,28.79906603262809
17992,TRAC,39.532150259,-119.480059699,1413.0715228,100.0
17993,TRAI,49.098110618,-117.709957505,416.1127387,100.0
18034,TRIN,40.28987256,-118.636239509,1657.7189353,100.0
18047,TRND,41.053885959,-124.150866733,78.1823966,15.719404764715431
18071,TRUC,39.295774887,-120.227695277,2141.3270528,100.0
18098,TSEP,46.200013453,-122.190680925,2104.6765277,59.7001043382964
18119,TSTU,46.236867575,-122.224064303,1248.6604177,58.77184528908096
18150,TULE,41.017798389,-120.022951303,1518.3855365,100.0
18155,TUMW,46.984300745,-122.912161499,46.0825784,40.797973799591915
18157,TUNG,40.403201211,-118.25750415,1414.753599,100.0
18163,TURN,39.858827824,-120.416708995,1732.077229,100.0
18165,TURT,40.103200104,-120.082715972,1408.4844888,100.0
18188,TWHL,47.01590546,-122.92287557,107.2744388,40.44235861815512
18190,TWIW,46.21291555,-122.158732435,1630.5642461,60.52272951293429
18201,TWRI,46.197901896,-122.211924394,2071.0542218,59.09184341202095
18202,TWSP,48.365543739,-120.121671519,477.7344159,100.0
18624,UCLU,48.925637606,-125.54164083,10.0779692,24.932219676805705
18647,UFDA,47.755009362,-122.667416405,76.6373029,43.957198207941
18690,UKIA,45.132797629,-118.936582357,1009.0194718,100.0
18767,UPSA,39.627112241,-118.80227912,1233.2787943,100.0
18955,V081,47.604099282,-122.338500788,-0.4962369,50.49302763062323
18956,V096,47.601636097,-122.33624821,-0.6225638,50.543324092860665
18957,V102,47.60058516,-122.335720002,-1.0283043,50.55481167316557
19082,VCWA,45.617627183,-122.516072054,77.0316679,52.51475283074771
19113,VER5,50.281185905,-119.272228082,387.5137717,100.0
19159,VIC1,48.453439732,-123.542542708,63.0874134,37.520644333434646
19177,VIGU,39.557926898,-117.179239584,1953.2480294,100.0
19210,VIRC,39.345869376,-119.636933513,2013.9828032,100.0
19213,VIRP,39.730662595,-119.492573158,2078.9071055,100.0
19286,VLMY,40.711271746,-117.288789369,1523.7739444,100.0
19309,VNCR,49.266028581,-123.098497901,10.6861786,62.807865278691935
19346,VRDE,39.524365636,-119.961952089,1469.7175469,100.0
19351,VRN4,50.199989073,-119.317769028,466.1849612,100.0
19352,VRN9,50.214801257,-118.573886225,706.321007,100.0
19353,VRNN,50.263636571,-119.276556032,374.4071481,100.0
19354,VRNT,46.636858161,-119.732032177,115.8664329,100.0
19440,WABR,48.100398877,-119.780298955,232.5430157,100.0
19441,WABU,39.157792378,-119.259290272,1381.4364596,100.0
19443,WACC,47.611507773,-119.293408004,470.6632156,100.0
19445,WACS,46.675429323,-122.970012186,39.3590154,40.6867675969216
19446,WACX,46.954497082,-117.332428793,676.8308151,100.0
19447,WACY,47.563666461,-117.594679802,723.164637,100.0
19450,WAEL,46.983542461,-120.546998049,442.548987,100.0
19451,WAEN,47.203314204,-121.985366993,212.7144456,61.36420490634389
19452,WAEV,47.981495142,-122.20809219,66.6239221,55.25618724627624
19453,WAFD,48.828435763,-122.555082558,7.3349685,63.33026836554117
19454,WAFH,48.532697183,-123.018649711,10.1616454,46.09061114047964
19455,WAFR,48.53064176,-123.027170181,32.6928633,45.883827060182114
19457,WAGO,41.29164057,-119.513954451,1867.0936958,100.0
19471,WAK2,46.112725641,-122.889709648,-7.2806134,43.59931879706084
19473,WAKI,47.708755122,-122.187489991,43.6330362,54.3815385490422
19474,WAKL,46.113487471,-122.889470124,-10.7264615,43.602031783456965
19478,WALA,46.091510103,-118.258142611,368.7708163,100.0
19482,WALL,41.248478213,-119.718797867,1770.1226592,100.0
19485,WAM1,48.384298509,-122.332988489,-9.6957268,57.94019117213303
19486,WAMC,45.223829778,-121.273631582,528.119622,86.1258218394909
19487,WAMO,46.554667925,-122.273677321,273.388166,57.68837556089288
19488,WAMS,46.977580901,-123.602375593,-9.0475824,31.099374082804534
19489,WAMV,48.384461332,-122.333060918,-11.8135548,57.94207235008706
19490,WAMW,46.761763429,-119.932352477,143.1699674,100.0
19494,WAOL,47.046479763,-122.843766455,45.4067917,41.754886770545326
19497,WAOT,46.810416003,-119.173655577,305.6727528,100.0
19498,WAOY,47.047904946,-122.838917632,48.2771093,41.836328268330846
19499,WAPA,46.249081739,-119.080338335,116.7419779,100.0
19500,WAPC,46.244885932,-119.083460052,113.491863,100.0
19502,WAPO,47.803480194,-122.569174392,19.7706778,45.885987417304875
19503,WAPS,47.451198067,-122.320806064,94.9344462,50.75210085008144
19504,WAQU,47.235054614,-119.83790645,379.5500794,100.0
19512,WARD,39.148365854,-120.243137371,2569.9658524,100.0
19517,WARM,47.680662928,-122.136657311,-7.4080504,55.665548047131864
19522,WARZ,47.121144467,-118.383214124,537.8304252,100.0
19523,WAS1,47.623989757,-117.500499539,697.2802365,100.0
19525,WASK,47.665722093,-117.420578444,572.9883351,100.0
19526,WASN,46.303809929,-120.021423883,203.0840076,100.0
19527,WASQ,47.526647023,-121.826152761,115.8130104,65.15024135735774
19530,WASU,39.036355562,-118.970062964,1510.7475676,100.0
19534,WAT4,47.240009629,-122.380776797,-11.1343549,49.52814553248725
19538,WATK,47.227884798,-117.067610532,764.5474287,100.0
19548,WAW3,47.481275751,-120.321685638,193.1301379,100.0
19550,WAWE,47.404367604,-120.284974405,224.5950873,100.0
19551,WAWL,46.081820057,-118.282221213,338.4401421,100.0
19553,WAWW,46.081438157,-118.282310375,339.8541212,100.0
19555,WAYA,46.616724162,-120.551133409,331.2426543,100.0
19556,WAYK,46.607242604,-120.469704072,299.6086713,100.0
19569,WDBN,45.170864146,-122.870053066,39.8190751,46.93383143205204
19573,WDCB,40.580100029,-122.540650368,259.6476462,56.89478366346539
19582,WEBG,45.779576465,-122.562823024,66.6161625,51.0199905300758
19587,WEEZ,47.976884068,-122.204729631,65.2224601,55.29996286970645
19621,WHBR,44.163173439,-121.978603318,688.3287866,69.98139086113632
19625,WHD5,48.312715742,-122.696143711,13.9985237,48.925910127918655
19626,WHD6,48.312442314,-122.696144201,10.7934646,48.92120469881226
19686,WIF3,44.059630907,-121.817577352,1947.3800492,74.03295965548463
19687,WIFC,44.059642044,-121.817563388,1949.5881319,74.03325334731736
19691,WIFR,44.059678382,-121.817579502,1951.5454348,74.03277858927703
19707,WILC,40.558078388,-117.877733606,2137.9708069,100.0
19708,WILD,40.024612473,-118.467559495,1227.8558084,100.0
19747,WINV,39.962467474,-119.824020934,1689.350274,100.0
19843,WMSG,45.131264474,-121.597275406,1048.0475088,76.62582068355516
19862,WNTH,48.463234381,-120.172987743,523.0595762,100.0
19878,WOND,39.380811436,-118.080657198,1587.355578,100.0
19890,WOSB,50.160742464,-126.570362847,945.2828013,32.80467270894475
19891,WOST,50.212360961,-126.604953064,136.6377145,32.98666865349552
19913,WRNR,41.557073405,-120.404734354,1487.2884152,100.0
19928,WSLB,50.126538685,-122.921191071,909.4062495,93.6347774767981
19990,WVN3,49.351720682,-123.251051541,161.5340234,62.5561729122131
19996,WVRT,39.943771127,-119.826022877,1663.3883859,100.0
20010,WWRF,39.520204395,-119.702875467,1325.5813668,100.0
20061,XANE,47.444893555,-120.36621968,413.6208175,100.0
20066,XELK,45.902657281,-115.06678523,2092.9482892,100.0
20067,XFIS,46.33016074,-115.395782059,1600.3313629,100.0
20068,XFOG,46.114517518,-115.201866706,1823.1352433,100.0
20084,XMOC,46.566087326,-115.064974174,2032.8568557,100.0
20091,XSYA,46.18065496,-115.740972234,1087.3939283,100.0
20100,YACH,44.292955389,-124.080436299,418.3194462,23.725695000792314
20104,YAKI,46.604964142,-120.505064853,323.8438329,100.0
20105,YAKS,46.584549353,-120.529922423,308.0646427,100.0
20126,YBH2,41.731654696,-122.7107387,1065.8026949,55.71516694771971
20127,YBHB,41.7316554,-122.710735727,1065.6825444,55.71524576915036
20130,YCS2,46.941248771,-122.590563226,91.4266957,47.50864792713967
20142,YELM,46.948716942,-122.605734967,81.9933915,47.067462123214796
20167,YOCR,45.379101968,-121.743553171,1884.2695266,71.69162845423705
20171,YONC,43.634111315,-123.298300868,86.4919472,39.870046437976335
20339,ZOLE,39.42167052,-119.753358054,1357.3125493,100.0
20346,ZSE1,47.286993662,-122.188372072,82.0649443,54.09983873108468
